House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
15,March Divide,Sean,Henderson,18,Lodger,Divorced,Male,Student,None,NA
16,March Divide,Geraldine,Chapman,73,Head,Widowed,Female,Unemployed,None,None
16,March Divide,Frederick,Chapman,45,Son,Single,Male,Unemployed,None,None
17,March Divide,Matthew,Elliott,18,Head,Married,Male,Student,None,NA
17,March Divide,Angela,Elliott,19,Wife,Married,Female,University Student,None,NA
18,March Divide,Anthony,Wall,46,Head,Married,Male,Unemployed,None,Christian
18,March Divide,Damien,Wall,43,Husband,Married,Male,Marine scientist,None,None
19,March Divide,Sara,Pearson,76,Head,Divorced,Female,Retired Waste management officer,None,Methodist
19,March Divide,Josh,Pearson,45,Son,Single,Male,Print production planner,None,Methodist
20,March Divide,Nicole,Harris,43,Head,Married,Female,Nutritional therapist,None,Christian
20,March Divide,Jonathan,Harris,44,Husband,Married,Male,"Administrator, arts",None,Christian
20,March Divide,Owen,Harris,18,Son,Single,Male,Student,None,Christian
20,March Divide,John,Harris,14,Son,NA,Male,Student,None,NA
21,March Divide,Yvonne,Law,32,Head,Single,Female,"Therapist, horticultural",None,Catholic
21,March Divide,Ann,Law,7,Daughter,NA,Female,Student,None,NA
22,March Divide,Jennifer,Robinson,71,Head,Single,Female,"Retired Psychologist, sport and exercise",None,None
23,March Divide,John,Brooks,52,Head,Single,Male,Forest/woodland manager,None,Christian
23,March Divide,Abigail,Richardson,49,Partner,Single,Female,Unemployed,None,None
1,Dixon Street,Neil,Smith,78,Head,Widowed,Male,Retired Hydrographic surveyor,None,None
2,Dixon Street,William,Newton,58,Head,Single,Male,Unemployed,None,Methodist
3,Dixon Street,Kate,Richards,67,Head,Single,Female,Tourist information centre manager,None,Christian
3,Dixon Street,Laura,Richards,24,Granddaughter,Single,Female,Patent examiner,None,None
3,Dixon Street,Pamela,Richards,17,Granddaughter,NA,Female,Student,None,NA
4,Dixon Street,Lisa,Hughes,78,Head,Married,Female,Retired Clinical cytogeneticist,None,Catholic
4,Dixon Street,Stewart,Hughes,81,Husband,Married,Male,"Retired Geologist, wellsite",None,Catholic
5,Dixon Street,Janet,Newton,26,Head,Single,Female,Ergonomist,None,Baptist
6,Dixon Street,Ian,Watkins,53,Head,Single,Male,Unemployed,None,Methodist
7,Dixon Street,Abigail,Macdonald,52,Head,Single,Female,"Geneticist, molecular",None,Christian
8,Dixon Street,Jordan,Banks,66,Head,Divorced,Male,Tax inspector,Mental Disability,Christian
9,Dixon Street,Scott,Richardson,25,Head,Single,Male,Research scientist (maths),None,None
10,Dixon Street,Charlie,Begum,66,Head,Married,Male,"Sound technician, broadcasting/film/video",None,Christian
10,Dixon Street,Jane,Begum,67,Wife,Married,Female,Fine artist,None,Christian
10,Dixon Street,Dawn,Begum,31,Daughter,Single,Female,"Scientist, product/process development",None,Christian
11,Dixon Street,Yvonne,Day,24,Head,Single,Female,Mudlogger,None,None
12,Dixon Street,Karen,Butcher,37,Head,Married,Female,"Exhibitions officer, museum/gallery",None,None
12,Dixon Street,Leon,Butcher,39,Husband,Married,Male,Unemployed,None,None
13,Dixon Street,Adam,Rogers,59,Head,Married,Male,Diagnostic radiographer,None,Christian
13,Dixon Street,Clare,Rogers,62,Wife,Married,Female,Youth worker,Physical Disability,Christian
14,Dixon Street,Rosie,Miles,39,Head,Divorced,Female,Personal assistant,None,Christian
14,Dixon Street,Georgia,Miles,11,Daughter,NA,Female,Student,None,NA
14,Dixon Street,Ross,Miles,8,Son,NA,Male,Student,None,NA
15,Dixon Street,Dean,Randall,34,Head,Divorced,Male,Unemployed,None,Christian
16,Dixon Street,Naomi,Ashton,59,Head,Married,Female,Television camera operator,None,Christian
16,Dixon Street,Maurice,Ashton,62,Husband,Married,Male,"Engineer, broadcasting (operations)",None,Christian
16,Dixon Street,Danny,Ashton,22,Son,Single,Male,University Student,None,Christian
17,Dixon Street,Simon,Clarke,58,Head,Single,Male,Fitness centre manager,None,Christian
18,Dixon Street,Heather,Turner,52,Head,Divorced,Female,"Psychologist, counselling",None,None
19,Dixon Street,Josh,Day,93,Head,Divorced,Male,Retired Chartered certified accountant,Physical Disability,None
20,Dixon Street,Antony,O'Donnell,71,Head,Divorced,Male,Retired Public relations account executive,None,None
21,Dixon Street,Sheila,Foster,67,Head,Widowed,Female,"Engineer, chemical",None,None
22,Dixon Street,Sophie,Fox,41,Head,Married,Female,"Teacher, primary school",None,None
22,Dixon Street,Jonathan,Fox,48,Husband,Married,Male,Armed forces operational officer,None,None
23,Dixon Street,Derek,Williams,64,Head,Single,Male,Haematologist,None,None
24,Dixon Street,Maureen,Elliott,84,Head,Married,Female,Retired Research scientist (medical),None,Christian
24,Dixon Street,Christian,Elliott,87,Husband,Married,Male,Retired Community arts worker,None,Christian
25,Dixon Street,Josephine,Edwards,31,Head,Single,Female,"Lecturer, higher education",None,None
26,Dixon Street,Tina,Ball,36,Head,Married,Female,"Administrator, sports",None,None
26,Dixon Street,Kevin,Ball,39,Husband,Married,Male,Hospital pharmacist,None,None
26,Dixon Street,Mathew,Gill,38,Lodger,Single,Male,"Lecturer, further education",None,Catholic
26,Dixon Street,Alison,Lloyd,35,Lodger,Divorced,Female,Medical technical officer,None,None
27,Dixon Street,Andrew,Hopkins,36,Head,Single,Male,Art gallery manager,None,None
27,Dixon Street,Gillian,Richards,31,Partner,Single,Female,Paediatric nurse,None,None
28,Dixon Street,Kevin,Thomas,48,Head,Single,Male,Unemployed,None,Methodist
29,Dixon Street,Sophie,Murphy,35,Head,Divorced,Female,Government social research officer,None,Catholic
30,Dixon Street,Carolyn,Thompson,77,Head,Widowed,Female,"Retired Therapist, occupational",None,Christian
31,Dixon Street,Danny,George,60,Head,Single,Male,Special educational needs teacher,None,Christian
32,Dixon Street,Andrea,Randall,27,Head,Married,Female,Fish farm manager,None,None
32,Dixon Street,Stanley,Randall,28,Husband,Married,Male,IT trainer,None,None
32,Dixon Street,Shannon,Randall,5,Daughter,NA,Female,Student,None,NA
33,Dixon Street,Sean,Fitzgerald,21,Head,Single,Male,University Student,None,None
34,Dixon Street,Melissa,West,45,Head,Single,Female,Medical illustrator,None,None
35,Dixon Street,Reece,Oliver,50,Head,Married,Male,General practice doctor,None,Catholic
35,Dixon Street,Lauren,Oliver,51,Wife,Married,Female,Health and safety adviser,None,None
35,Dixon Street,Clive,Oliver,18,Son,Single,Male,Student,None,Catholic
36,Dixon Street,Angela,Birch,22,Head,Single,Female,"Designer, multimedia",None,None
37,Dixon Street,Eleanor,Hunt,79,Head,Married,Female,Retired Information officer,None,Methodist
37,Dixon Street,Mitchell,Hunt,82,Husband,Married,Male,"Retired Therapist, nutritional",None,Methodist
38,Dixon Street,Chelsea,Williams,23,Head,Single,Female,Chartered loss adjuster,None,Methodist
1,Stirling Fort,Julia,Brown,23,Head,Single,Female,Building control surveyor,None,None
2,Stirling Fort,Lindsey,Williams,86,Head,Married,Female,Retired Bonds trader,None,Catholic
2,Stirling Fort,Josh,Williams,88,Husband,Married,Male,Retired Teaching laboratory technician,None,Catholic
3,Stirling Fort,Lynne,Long,62,Head,Married,Female,Architectural technologist,None,Catholic
3,Stirling Fort,Gary,Long,66,Husband,Married,Male,Food technologist,None,Catholic
3,Stirling Fort,Trevor,Long,40,Son,Divorced,Male,Theme park manager,None,None
4,Stirling Fort,Anthony,Butcher,74,Head,Divorced,Male,"Retired Buyer, retail",None,Christian
5,Stirling Fort,Pamela,Kerr,42,Head,Married,Female,"Radiographer, diagnostic",None,None
5,Stirling Fort,Trevor,Kerr,43,Husband,Married,Male,Neurosurgeon,None,None
5,Stirling Fort,Harry,Kerr,4,Son,NA,Male,Child,None,NA
6,Stirling Fort,Samuel,Hussain,23,Head,Married,Male,Accommodation manager,None,Muslim
6,Stirling Fort,Anna,Hussain,23,Wife,Married,Female,Psychiatrist,None,Muslim
7,Stirling Fort,Mark,Waters,53,Head,Single,Male,Museum/gallery exhibitions officer,None,Catholic
1,Winterram Road,Amy,Hall,47,Head,Married,Female,Unemployed,None,Methodist
1,Winterram Road,Brett,Hall,46,Husband,Married,Male,"Scientist, research (maths)",None,Methodist
1,Winterram Road,Dean,Hall,4,Son,NA,Male,Child,None,NA
1,Winterram Road,Denis,Buckley,27,Sibling,Single,Male,Art gallery manager,None,Catholic
2,Winterram Road,Jennifer,Hill,38,Head,Divorced,Female,Land/geomatics surveyor,None,Catholic
2,Winterram Road,Eric,Hill,8,Son,NA,Male,Student,None,NA
2,Winterram Road,Glen,Hill,6,Son,NA,Male,Student,None,NA
3,Winterram Road,William,Jones,62,Head,Married,Male,"Engineer, building services",None,Christian
3,Winterram Road,Frances,Jones,58,Wife,Married,Female,Equities trader,None,None
3,Winterram Road,Sophie,Jones,17,Adopted Daughter,NA,Female,Student,None,NA
3,Winterram Road,Valerie,Jones,15,Daughter,NA,Female,Student,None,NA
3,Winterram Road,Josephine,Jones,9,Daughter,NA,Female,Student,None,NA
4,Winterram Road,Grace,Dawson,70,Head,Married,Female,Retired Industrial/product designer,None,None
4,Winterram Road,Tony,Dawson,72,Husband,Married,Male,Retired Estate agent,None,None
4,Winterram Road,Geraldine,Dawson,27,Daughter,Single,Female,Broadcast journalist,None,None
5,Winterram Road,Amy,Jones,32,Head,Married,Female,"Surveyor, land/geomatics",Physical Disability,None
5,Winterram Road,Martin,Jones,34,Husband,Married,Male,Unemployed,None,None
6,Winterram Road,Kieran,Law,61,Head,Single,Male,Pension scheme manager,None,Christian
6,Winterram Road,Kevin,Clarke,55,None,Single,Male,"Surveyor, land/geomatics",None,None
6,Winterram Road,Sean,Mason,60,None,Single,Male,Radio broadcast assistant,None,None
7,Winterram Road,Teresa,Rice,62,Head,Married,Female,Cabin crew,None,None
7,Winterram Road,Shaun,Rice,66,Husband,Married,Male,"Administrator, Civil Service",None,None
7,Winterram Road,Andrew,Rice,34,Son,Single,Male,Adult nurse,None,None
8,Winterram Road,Jennifer,Tucker,47,Head,Single,Female,Unemployed,None,Catholic
8,Winterram Road,Hugh,Tucker,16,Son,NA,Male,Student,None,NA
8,Winterram Road,Dominic,Tucker,16,Son,NA,Male,Student, ,NA
8,Winterram Road,Jennifer,Tucker,11,Daughter,NA,Female,Student,None,NA
8,Winterram Road,Shaun,Tucker,10,Son,NA,Male,Student,None,NA
9,Winterram Road,Samantha,Hooper,44,Head,Single,Female,Forest/woodland manager,None,None
1,Harris Land,Hilary,Austin,18,Head,Single,Female,Student,None,NA
1,Harris Land,Emma,Thomas,59,None,Single,Female,Historic buildings inspector/conservation officer,None,Christian
1,Harris Land,Pamela,Collins,35,None,Single,Female,Animal technologist,None,None
1,Harris Land,Howard,Cooper,39,None,Single,Male,Engineering geologist,None,None
2,Harris Land,Frederick,Watkins,69,Head,Widowed,Male,"Retired Producer, television/film/video",None,Christian
3,Harris Land,Shirley,Hawkins,59,Head,Single,Female,Unemployed,None,Christian
3,Harris Land,Hugh,Hawkins,43,Son,Single,Male,Toxicologist,None,None
3,Harris Land,Gary,Hawkins,39,Son,Single,Male,Dietitian,None,Christian
3,Harris Land,Georgina,Hawkins,36,Daughter,Single,Female,"Surveyor, quantity",None,None
3,Harris Land,Hayley,Hawkins,34,Daughter,Single,Female,Electrical engineer,None,None
3,Harris Land,Mandy,Hawkins,30,Daughter,Divorced,Female,Chief Financial Officer,None,Christian
4,Harris Land,Joan,Elliott,32,Head,Single,Female,Senior tax professional/tax inspector,None,None
4,Harris Land,Ronald,Watts,29,Partner,Single,Male,"Designer, ceramics/pottery",None,None
4,Harris Land,Hugh,Elliott,3,Son,NA,Male,Child,None,NA
4,Harris Land,Mandy,Elliott,0,Daughter,NA,Female,Child,None,NA
5,Harris Land,Tina,Long,34,Head,Single,Female,"Engineer, chemical",None,None
5,Harris Land,Leigh,Webb,35,Partner,Single,Male,Production manager,None,None
5,Harris Land,Lydia,Long,4,Daughter,NA,Female,Child,None,NA
5,Harris Land,Kim,Long,4,Daughter,NA,Female,Child,None,NA
6,Harris Land,Alexandra,Ford,25,Head,Single,Female,Unemployed,None,Catholic
6,Harris Land,George,Watkins,28,Partner,Single,Male,Engineering geologist,None,Catholic
7,Harris Land,Teresa,Smith,52,Head,Single,Female,Unemployed,None,None
7,Harris Land,Geoffrey,Smith,20,Son,Divorced,Male,University Student,None,None
7,Harris Land,Philip,Smith,19,Son,Single,Male,University Student,None,None
7,Harris Land,Gillian,Smith,19,Daughter,Divorced,Female,University Student,None,None
1,Davison Road,Clive,Smith,37,Head,Single,Male,Event organiser,None,None
1,Davison Road,Ben,Watson,37,None,Single,Male,"Designer, multimedia",None,Christian
2,Davison Road,Ashleigh,Ali,30,Head,Married,Female,Personnel officer,None,None
2,Davison Road,Garry,Ali,31,Husband,Married,Male,Theatre manager,None,None
2,Davison Road,Paula,Middleton,9,Step-Daughter,NA,Female,Student,None,NA
2,Davison Road,Dale,Clarke,5,Step-Son,NA,Male,Student,None,NA
2,Davison Road,Clive,Clarke,5,Step-Son,NA,Male,Student,None,NA
2,Davison Road,James,Clarke,5,Step-Son,NA,Male,Student,None,NA
3,Davison Road,Kim,Slater,45,Head,Married,Female,Unemployed,None,None
3,Davison Road,Francis,Slater,47,Husband,Married,Male,Paediatric nurse,None,None
3,Davison Road,Jade,Slater,16,Daughter,NA,Female,Student,None,NA
4,Davison Road,Charlene,Harris,53,Head,Single,Female,"Merchandiser, retail",None,None
4,Davison Road,Gareth,Murphy,54,Partner,Single,Male,Games developer,None,None
4,Davison Road,Amber,Harris,20,Daughter,Single,Female,University Student,None,None
4,Davison Road,Kevin,Harris,16,Son,NA,Male,Student,Deaf,NA
4,Davison Road,Gillian,Harris,15,Daughter,NA,F,Student,None,NA
4,Davison Road,Brian,Harris,15,Son,NA,Male,Student,None,NA
5,Davison Road,Adrian,Stewart,64,Head,Married,Male,"Education officer, environmental",None,None
5,Davison Road,Leanne,Stewart,60,Wife,Married,Female,Computer games developer,None,None
6,Davison Road,Emma,Hughes,29,Head,Divorced,Female,Actuary,None,Christian
6,Davison Road,Sara,Hughes,0,Daughter,NA,Female,Child,None,NA
6,Davison Road,Mohammad,Davies,36,Lodger,Single,Male,"Administrator, arts",None,None
6,Davison Road,Bryan,Howells,27,Lodger,Single,Male,Unemployed,None,Muslim
7,Davison Road,Hazel,Roberts,42,Head,Married,Female,"Surveyor, quantity",None,Methodist
7,Davison Road,Stanley,Roberts,45,Husband,Married,Male,Unemployed,None,Methodist
7,Davison Road,Tina,Roberts,7,Daughter,NA,Female,Student,None,NA
7,Davison Road,Alan,Roberts,4,Son,NA,Male,Child,None,NA
8,Davison Road,Kenneth,Smith,31,Head,Single,Male,Waste management officer,None,Methodist
8,Davison Road,Brian,Ingram,57,None,Single,Male,"Scientist, forensic",None,None
8,Davison Road,Guy,Haynes,18,None,Single,Male,Student,None,NA
8,Davison Road,Emma,Jones,45,None,Single,Female,"Psychologist, clinical",None,Christian
8,Davison Road,Jeffrey,Gill,31,None,Single,Male,Chief Technology Officer,None,Catholic
8,Davison Road,Declan,Smith,44,None,Single,Male,Counsellor,Disabled,Christian
9,Davison Road,Molly,Cox,57,Head,Married,Female,Furniture conservator/restorer,None,Christian
9,Davison Road,Jordan,Cox,56,Husband,Married,Male,Cartographer,None,Christian
9,Davison Road,Billy,Cox,36,Son,Single,Male,Drilling engineer,None,None
9,Davison Road,Mitchell,Cox,33,Son,Single,Male,Unemployed,None,Christian
10,Davison Road,Yvonne,Reynolds,83,Head,Single,Female,Retired Chiropodist,None,None
11,Davison Road,Pamela,Collier,64,Head,Single,Female,"Administrator, arts",None,Jewish
11,Davison Road,Charles,Lewis,51,None,Single,Male,Systems developer,None,Catholic
11,Davison Road,Lindsey,George,40,None,Single,Female,Quarry manager,None,None
11,Davison Road,Roger,Clark,47,None,Single,Male,Academic librarian,None,None
12,Davison Road,Lisa,Hopkins,57,Head,Married,Female,Farm manager,None,Christian
12,Davison Road,Mathew,Hopkins,63,Husband,Married,Male,Town planner,None,Christian
12,Davison Road,Georgina,Hopkins,30,Daughter,S,F-male,Furniture conservator/restorer,None,Christian
12,Davison Road,Wendy,Hopkins,24,Daughter,Single,Female,Microbiologist,None,Christian
12,Davison Road,Nicholas,Hopkins,20,Son,Single,Male,University Student,None,Christian
12,Davison Road,Brett,Hopkins,16,Son,NA,Male,Student,None,NA
13,Davison Road,Katy,Archer,60.8,Head,Married,Female,Brewing technologist,None,None
13,Davison Road,Adrian,Archer,68,Husband,Married,Male,Retired Hydrographic surveyor,None,None
13,Davison Road,Charlie,Archer,32,Son,Single,Male,Unemployed,None,None
13,Davison Road,Shaun,Newton,28,Son,Single,Male,Arboriculturist,None,None
13,Davison Road,Kenneth,Powell-Newton,25,Son,Single,Male,Sports administrator,None,None
13,Davison Road,Leon,Powell-Newton,0,Son,NA,Male,Child,None,NA
14,Davison Road,Kimberley,Lee,60,Head,Married,Female,Ceramics designer,None,Christian
14,Davison Road,Frank,Lee,59,Husband,Married,Male,Systems analyst,None,Christian
14,Davison Road,Kyle,Lee,10,Grandson,NA,Male,Student,None,NA
14,Davison Road,Garry,Parkes,8,Grandson,NA,Male,Student,None,NA
15,Davison Road,Francesca,West,68,Head,Married,Female,Unemployed,None,None
15,Davison Road,Trevor,West,75,Husband,Married,Male,Retired Museum/gallery exhibitions officer,Mental Disability,None
15,Davison Road,Jayne,West,37,Daughter,Divorced,Female,Environmental health practitioner,None,None
15,Davison Road,John,West,36,Son,Single,Male,"Surveyor, land/geomatics",Blind,None
15,Davison Road,Susan,West,33,Daughter,Single,Female,Network engineer,None,None
15,Davison Road,Donald,Sims-West,29,Son,Single,Male,"Designer, jewellery",None,None
16,Davison Road,David,Foster,32,Head,Married,Male,"Engineer, broadcasting (operations)",None,None
16,Davison Road,Rita,Foster,26,Wife,Married,Female,Unemployed,None,None
17,Davison Road,Michelle,Bennett,24,Head,Single,Female,Plant breeder/geneticist,None,None
17,Davison Road,Russell,Bennett,4,Son,NA,Male,Child,None,NA
18,Davison Road,Diana,Walker,63,Head,Single,Female,Unemployed,None,Christian
18,Davison Road,Glen,Walker,41,Son,Divorced,Male,Dietitian,None,None
18,Davison Road,Wayne,Walker,41,Son,Single,Male,"Research officer, trade union",None,None
19,Davison Road,Douglas,Bell,30,Head,Married,Male,Commissioning editor,None,None
19,Davison Road,Joyce,Bell,26,Wife,Married,Female,Maintenance engineer,None,None
19,Davison Road,Peter,Bell,6,Son,NA,Male,Student,None,NA
19,Davison Road,Chelsea,Bell,4,Daughter,NA,Female,Child,None,NA
20,Davison Road,Nicole,Brown,41,Head,Married,Female,Careers information officer,None,Christian
20,Davison Road,Robert,Brown,44,Husband,Married,Male,Chartered management accountant,None,Christian
20,Davison Road,Ann,Brown,19,Daughter,Single,Female,University Student,None,Christian
20,Davison Road,Michael,Brown,17,Son,NA,Male,Student,None,NA
21,Davison Road,Amanda,Matthews,32,Head,Single,Female,"Psychologist, prison and probation services",None,None
21,Davison Road,Brian,Stewart,34,None,Single,Male,"Psychologist, clinical",None,None
22,Davison Road,Katie,Roberts,43,Head,Married,Female,Unemployed,None,Methodist
22,Davison Road,Jack,Roberts,49,Husband,Married,Male,Copy,None,Methodist
22,Davison Road,Wayne,Roberts,20,Son,Single,Male,"Sound technician, broadcasting/film/video",None,Methodist
